Energy(eV)	cross section (m-2)					
	(1) E + AR > E + AR	(2)  E + AR > AR* + E	(3) E + AR > AR* + E	(4) E + AR > AR^ + E + E	(5) E + AR* > AR^ + E + E	(6)  E + AR* > AR + E
1.438470E+01	1.270780E-19	6.025890E-22	3.173160E-21	0.000000E+00	7.398330E-20	3.138250E-21
1.439470E+01	1.270270E-19	6.069730E-22	3.183920E-21	0.000000E+00	7.397790E-20	3.137980E-21
1.440470E+01	1.269770E-19	6.113580E-22	3.194690E-21	0.000000E+00	7.397250E-20	3.137720E-21
1.441470E+01	1.269270E-19	6.157420E-22	3.205450E-21	0.000000E+00	7.396700E-20	3.137450E-21
1.442470E+01	1.268770E-19	6.201270E-22	3.216220E-21	0.000000E+00	7.396160E-20	3.137190E-21
1.443470E+01	1.268270E-19	6.245120E-22	3.226980E-21	0.000000E+00	7.395610E-20	3.136930E-21
1.444470E+01	1.267770E-19	6.288960E-22	3.237750E-21	0.000000E+00	7.395070E-20	3.136670E-21
1.445470E+01	1.267270E-19	6.332810E-22	3.248510E-21	0.000000E+00	7.394530E-20	3.136410E-21
1.446470E+01	1.266770E-19	6.376650E-22	3.259280E-21	0.000000E+00	7.393980E-20	3.136150E-21
1.447470E+01	1.266270E-19	6.420500E-22	3.270040E-21	0.000000E+00	7.393440E-20	3.135890E-21
1.448470E+01	1.265770E-19	6.464340E-22	3.280810E-21	0.000000E+00	7.392890E-20	3.135640E-21
1.449470E+01	1.265270E-19	6.508190E-22	3.291570E-21	0.000000E+00	7.392350E-20	3.135380E-21
1.450480E+01	1.264770E-19	6.552040E-22	3.302340E-21	0.000000E+00	7.391810E-20	3.135130E-21
1.451480E+01	1.264270E-19	6.595880E-22	3.313100E-21	0.000000E+00	7.391260E-20	3.134870E-21
1.452480E+01	1.263770E-19	6.639730E-22	3.323870E-21	0.000000E+00	7.390720E-20	3.134620E-21
1.453480E+01	1.263270E-19	6.683570E-22	3.334630E-21	0.000000E+00	7.390170E-20	3.134370E-21
1.454480E+01	1.262770E-19	6.727420E-22	3.345400E-21	0.000000E+00	7.389630E-20	3.134110E-21
1.455480E+01	1.262270E-19	6.771260E-22	3.356170E-21	0.000000E+00	7.389080E-20	3.133860E-21
1.456480E+01	1.261770E-19	6.815110E-22	3.364890E-21	0.000000E+00	7.388540E-20	3.133610E-21
1.457480E+01	1.261270E-19	6.858960E-22	3.371210E-21	0.000000E+00	7.388000E-20	3.133410E-21
1.458480E+01	1.260770E-19	6.902800E-22	3.377520E-21	0.000000E+00	7.387450E-20	3.133270E-21
1.459480E+01	1.260270E-19	6.946640E-22	3.383840E-21	0.000000E+00	7.386910E-20	3.133140E-21
1.460480E+01	1.259770E-19	6.990490E-22	3.390150E-21	0.000000E+00	7.386360E-20	3.133000E-21
1.461480E+01	1.259270E-19	7.034340E-22	3.396470E-21	0.000000E+00	7.385820E-20	3.132860E-21
1.462480E+01	1.258770E-19	7.078180E-22	3.402790E-21	0.000000E+00	7.385280E-20	3.132720E-21
1.463480E+01	1.258270E-19	7.122030E-22	3.409100E-21	0.000000E+00	7.384730E-20	3.132590E-21
1.464480E+01	1.257770E-19	7.165880E-22	3.415420E-21	0.000000E+00	7.384190E-20	3.132450E-21
1.465480E+01	1.257270E-19	7.209720E-22	3.421730E-21	0.000000E+00	7.383640E-20	3.132320E-21
1.466480E+01	1.256770E-19	7.253570E-22	3.428050E-21	0.000000E+00	7.383100E-20	3.132190E-21
1.467480E+01	1.256270E-19	7.297410E-22	3.434360E-21	0.000000E+00	7.382550E-20	3.132050E-21
1.468480E+01	1.255770E-19	7.341260E-22	3.440680E-21	0.000000E+00	7.382010E-20	3.131920E-21
1.469480E+01	1.255270E-19	7.385100E-22	3.447000E-21	0.000000E+00	7.381470E-20	3.131790E-21
1.470490E+01	1.254770E-19	7.428950E-22	3.453310E-21	0.000000E+00	7.380920E-20	3.131660E-21
1.471490E+01	1.254270E-19	7.472800E-22	3.459630E-21	0.000000E+00	7.380380E-20	3.131530E-21
1.472490E+01	1.253770E-19	7.516640E-22	3.465940E-21	0.000000E+00	7.379830E-20	3.131400E-21
1.473490E+01	1.253270E-19	7.560490E-22	3.472260E-21	0.000000E+00	7.379290E-20	3.131270E-21
1.474490E+01	1.252770E-19	7.604330E-22	3.478570E-21	0.000000E+00	7.378840E-20	3.131150E-21
1.475490E+01	1.252270E-19	7.648180E-22	3.484890E-21	0.000000E+00	7.378490E-20	3.131020E-21
1.476490E+01	1.251770E-19	7.692020E-22	3.491200E-21	0.000000E+00	7.378140E-20	3.130900E-21
1.477490E+01	1.251270E-19	7.735870E-22	3.497520E-21	0.000000E+00	7.377790E-20	3.130770E-21
1.478490E+01	1.250770E-19	7.779710E-22	3.503840E-21	0.000000E+00	7.377450E-20	3.130650E-21
1.479490E+01	1.250270E-19	7.823560E-22	3.510150E-21	0.000000E+00	7.377100E-20	3.130520E-21
1.480490E+01	1.249770E-19	7.867410E-22	3.516470E-21	0.000000E+00	7.376750E-20	3.130400E-21
1.481490E+01	1.249260E-19	7.911250E-22	3.522780E-21	0.000000E+00	7.376400E-20	3.130280E-21
1.482490E+01	1.248760E-19	7.955100E-22	3.529100E-21	0.000000E+00	7.376050E-20	3.130160E-21
1.483490E+01	1.248260E-19	7.998940E-22	3.535410E-21	0.000000E+00	7.375710E-20	3.130040E-21
1.484490E+01	1.247760E-19	8.042790E-22	3.541730E-21	0.000000E+00	7.375360E-20	3.129920E-21
1.485490E+01	1.247260E-19	8.086640E-22	3.548040E-21	0.000000E+00	7.375010E-20	3.129800E-21
1.486490E+01	1.246760E-19	8.130480E-22	3.554360E-21	0.000000E+00	7.374660E-20	3.129680E-21
1.487490E+01	1.246260E-19	8.174330E-22	3.560680E-21	0.000000E+00	7.374310E-20	3.129570E-21
1.488490E+01	1.245760E-19	8.218170E-22	3.566990E-21	0.000000E+00	7.373970E-20	3.129450E-21
1.489490E+01	1.245260E-19	8.262020E-22	3.573310E-21	0.000000E+00	7.373620E-20	3.129340E-21
1.490500E+01	1.244760E-19	8.305860E-22	3.579620E-21	0.000000E+00	7.373270E-20	3.129220E-21
1.491500E+01	1.244260E-19	8.349710E-22	3.585940E-21	0.000000E+00	7.372920E-20	3.129110E-21
1.492500E+01	1.243760E-19	8.393550E-22	3.592250E-21	0.000000E+00	7.372570E-20	3.129000E-21
1.493500E+01	1.243260E-19	8.437400E-22	3.598570E-21	0.000000E+00	7.372230E-20	3.128880E-21
1.494500E+01	1.242760E-19	8.481250E-22	3.604880E-21	0.000000E+00	7.371880E-20	3.128770E-21
1.495500E+01	1.242260E-19	8.525090E-22	3.611200E-21	0.000000E+00	7.371530E-20	3.128660E-21
1.496500E+01	1.241760E-19	8.566380E-22	3.617520E-21	0.000000E+00	7.371180E-20	3.128550E-21
1.497500E+01	1.241260E-19	8.604890E-22	3.623830E-21	0.000000E+00	7.370830E-20	3.128440E-21
1.498500E+01	1.240760E-19	8.643400E-22	3.630150E-21	0.000000E+00	7.370490E-20	3.128330E-21
1.499500E+01	1.240260E-19	8.681900E-22	3.636460E-21	0.000000E+00	7.370140E-20	3.128230E-21
1.500500E+01	1.239690E-19	8.720410E-22	3.642780E-21	0.000000E+00	7.369790E-20	3.128120E-21
1.501500E+01	1.239050E-19	8.758920E-22	3.649090E-21	0.000000E+00	7.369440E-20	3.128010E-21
1.502500E+01	1.238410E-19	8.797420E-22	3.655410E-21	0.000000E+00	7.369090E-20	3.127910E-21
1.503500E+01	1.237770E-19	8.835930E-22	3.661720E-21	0.000000E+00	7.368750E-20	3.127800E-21
1.504500E+01	1.237130E-19	8.874430E-22	3.668040E-21	0.000000E+00	7.368400E-20	3.127700E-21
1.505500E+01	1.236490E-19	8.912940E-22	3.674360E-21	0.000000E+00	7.368050E-20	3.127590E-21
1.506500E+01	1.235850E-19	8.951450E-22	3.680670E-21	0.000000E+00	7.367700E-20	3.127490E-21
1.507500E+01	1.235210E-19	8.989950E-22	3.686990E-21	0.000000E+00	7.367350E-20	3.127390E-21
1.508500E+01	1.234570E-19	9.028460E-22	3.693300E-21	0.000000E+00	7.367010E-20	3.127290E-21
1.509500E+01	1.233930E-19	9.066960E-22	3.699620E-21	0.000000E+00	7.366660E-20	3.127190E-21
1.510510E+01	1.233290E-19	9.105470E-22	3.705930E-21	0.000000E+00	7.366310E-20	3.127090E-21
1.511510E+01	1.232650E-19	9.143970E-22	3.712250E-21	0.000000E+00	7.365960E-20	3.126990E-21
1.512510E+01	1.232010E-19	9.182480E-22	3.718560E-21	0.000000E+00	7.365610E-20	3.126890E-21
1.513510E+01	1.231370E-19	9.220990E-22	3.724880E-21	0.000000E+00	7.365270E-20	3.126790E-21
1.514510E+01	1.230730E-19	9.259490E-22	3.731200E-21	0.000000E+00	7.364920E-20	3.126700E-21
1.515510E+01	1.230090E-19	9.298000E-22	3.737510E-21	0.000000E+00	7.364570E-20	3.126600E-21
1.516510E+01	1.229450E-19	9.336510E-22	3.743830E-21	0.000000E+00	7.364220E-20	3.126510E-21
1.517510E+01	1.228810E-19	9.375010E-22	3.750140E-21	0.000000E+00	7.363870E-20	3.126410E-21
1.518510E+01	1.228170E-19	9.413520E-22	3.756460E-21	0.000000E+00	7.363530E-20	3.126320E-21
1.519510E+01	1.227530E-19	9.452020E-22	3.762770E-21	0.000000E+00	7.363180E-20	3.126220E-21
1.520510E+01	1.226890E-19	9.490530E-22	3.769090E-21	0.000000E+00	7.362830E-20	3.126130E-21
1.521510E+01	1.226250E-19	9.529030E-22	3.775410E-21	0.000000E+00	7.362480E-20	3.126040E-21
1.522510E+01	1.225610E-19	9.567540E-22	3.781720E-21	0.000000E+00	7.362130E-20	3.125950E-21
1.523510E+01	1.224970E-19	9.606050E-22	3.788040E-21	0.000000E+00	7.361790E-20	3.125860E-21
1.524510E+01	1.224330E-19	9.644550E-22	3.794350E-21	0.000000E+00	7.361440E-20	3.125770E-21
1.525510E+01	1.223690E-19	9.683060E-22	3.800670E-21	0.000000E+00	7.361090E-20	3.125680E-21
1.526510E+01	1.223040E-19	9.721560E-22	3.806980E-21	0.000000E+00	7.360740E-20	3.125590E-21
1.527510E+01	1.222400E-19	9.760070E-22	3.813300E-21	0.000000E+00	7.360390E-20	3.125510E-21
1.528510E+01	1.221760E-19	9.798580E-22	3.819610E-21	0.000000E+00	7.360050E-20	3.125420E-21
1.529510E+01	1.221120E-19	9.837080E-22	3.825930E-21	0.000000E+00	7.359700E-20	3.125330E-21
1.530520E+01	1.220480E-19	9.875590E-22	3.832250E-21	0.000000E+00	7.359350E-20	3.125250E-21
1.531520E+01	1.219840E-19	9.914100E-22	3.838560E-21	0.000000E+00	7.359000E-20	3.125160E-21
1.532520E+01	1.219200E-19	9.952600E-22	3.844880E-21	0.000000E+00	7.358650E-20	3.125080E-21
1.533520E+01	1.218560E-19	9.991100E-22	3.851190E-21	0.000000E+00	7.358310E-20	3.125000E-21
1.534520E+01	1.217920E-19	1.002960E-21	3.857510E-21	0.000000E+00	7.357960E-20	3.124910E-21
1.535520E+01	1.217280E-19	1.006810E-21	3.863820E-21	0.000000E+00	7.357610E-20	3.124830E-21
1.536520E+01	1.216640E-19	1.010660E-21	3.870010E-21	0.000000E+00	7.357260E-20	3.124750E-21
1.537520E+01	1.216000E-19	1.014510E-21	3.876060E-21	0.000000E+00	7.356910E-20	3.124670E-21
1.538520E+01	1.215360E-19	1.018360E-21	3.882110E-21	0.000000E+00	7.356570E-20	3.124590E-21
1.539520E+01	1.214720E-19	1.022210E-21	3.888160E-21	0.000000E+00	7.356220E-20	3.124510E-21
1.540520E+01	1.214080E-19	1.026060E-21	3.894210E-21	0.000000E+00	7.355870E-20	3.124430E-21
1.541520E+01	1.213440E-19	1.029920E-21	3.900260E-21	0.000000E+00	7.355520E-20	3.124360E-21
1.542520E+01	1.212800E-19	1.033770E-21	3.906310E-21	0.000000E+00	7.355170E-20	3.124280E-21
1.543520E+01	1.212160E-19	1.037620E-21	3.912370E-21	0.000000E+00	7.354830E-20	3.124200E-21
1.544520E+01	1.211520E-19	1.041470E-21	3.918420E-21	0.000000E+00	7.354480E-20	3.124130E-21
1.545520E+01	1.210880E-19	1.045320E-21	3.924470E-21	0.000000E+00	7.354130E-20	3.124050E-21
1.546520E+01	1.210240E-19	1.049170E-21	3.930520E-21	0.000000E+00	7.353780E-20	3.123980E-21
1.547520E+01	1.209600E-19	1.053020E-21	3.936570E-21	0.000000E+00	7.353430E-20	3.123900E-21
1.548520E+01	1.208960E-19	1.056870E-21	3.942620E-21	0.000000E+00	7.353090E-20	3.123830E-21
1.549520E+01	1.208320E-19	1.060720E-21	3.948670E-21	0.000000E+00	7.352740E-20	3.123760E-21
1.550530E+01	1.207680E-19	1.064570E-21	3.954720E-21	0.000000E+00	7.352390E-20	3.123690E-21
1.551530E+01	1.207040E-19	1.068420E-21	3.960770E-21	0.000000E+00	7.352040E-20	3.123620E-21
1.552530E+01	1.206400E-19	1.072270E-21	3.966830E-21	0.000000E+00	7.351690E-20	3.123550E-21
1.553530E+01	1.205760E-19	1.076120E-21	3.972880E-21	0.000000E+00	7.351350E-20	3.123480E-21
1.554530E+01	1.205120E-19	1.079970E-21	3.978930E-21	0.000000E+00	7.351000E-20	3.123410E-21
1.555530E+01	1.204480E-19	1.083820E-21	3.984980E-21	0.000000E+00	7.350650E-20	3.123340E-21
1.556530E+01	1.203840E-19	1.087670E-21	3.991030E-21	0.000000E+00	7.350300E-20	3.123270E-21
1.557530E+01	1.203200E-19	1.091520E-21	3.997080E-21	0.000000E+00	7.349950E-20	3.123210E-21
1.558530E+01	1.202550E-19	1.095380E-21	4.003130E-21	0.000000E+00	7.349610E-20	3.123140E-21
1.559530E+01	1.201910E-19	1.099230E-21	4.009180E-21	0.000000E+00	7.349260E-20	3.123070E-21
1.560530E+01	1.201270E-19	1.103080E-21	4.015230E-21	0.000000E+00	7.348910E-20	3.123010E-21
1.561530E+01	1.200630E-19	1.106930E-21	4.021290E-21	0.000000E+00	7.348560E-20	3.122950E-21
1.562530E+01	1.199990E-19	1.110780E-21	4.027340E-21	0.000000E+00	7.348210E-20	3.122880E-21
1.563530E+01	1.199350E-19	1.114630E-21	4.033390E-21	0.000000E+00	7.347870E-20	3.122820E-21
1.564530E+01	1.198710E-19	1.118480E-21	4.039440E-21	0.000000E+00	7.347520E-20	3.122760E-21
1.565530E+01	1.198070E-19	1.122330E-21	4.045490E-21	0.000000E+00	7.347170E-20	3.122700E-21
1.566530E+01	1.197430E-19	1.126180E-21	4.051540E-21	0.000000E+00	7.346980E-20	3.122630E-21
1.567530E+01	1.196790E-19	1.130030E-21	4.057590E-21	0.000000E+00	7.346950E-20	3.122570E-21
1.568530E+01	1.196150E-19	1.133880E-21	4.063640E-21	0.000000E+00	7.346910E-20	3.122510E-21
1.569530E+01	1.195510E-19	1.137730E-21	4.069690E-21	0.000000E+00	7.346880E-20	3.122460E-21
1.570540E+01	1.194870E-19	1.141580E-21	4.075750E-21	0.000000E+00	7.346840E-20	3.122400E-21
1.571540E+01	1.194230E-19	1.145430E-21	4.081800E-21	0.000000E+00	7.346810E-20	3.122340E-21
1.572540E+01	1.193590E-19	1.149280E-21	4.087850E-21	0.000000E+00	7.346780E-20	3.122280E-21
1.573540E+01	1.192950E-19	1.153130E-21	4.093900E-21	0.000000E+00	7.346740E-20	3.122230E-21
1.574540E+01	1.192310E-19	1.156540E-21	4.099950E-21	0.000000E+00	7.346710E-20	3.122170E-21
1.575540E+01	1.191670E-19	1.159530E-21	4.106000E-21	0.000000E+00	7.346670E-20	3.122120E-21
1.576540E+01	1.191030E-19	1.162520E-21	4.112050E-21	0.000000E+00	7.346640E-20	3.122060E-21
1.577540E+01	1.190390E-19	1.165510E-21	4.118100E-21	0.000000E+00	7.346600E-20	3.122010E-21
1.578540E+01	1.189750E-19	1.168500E-21	4.124150E-21	0.000000E+00	7.346570E-20	3.121960E-21
1.579540E+01	1.189110E-19	1.171490E-21	4.130210E-21	0.000000E+00	7.346530E-20	3.121900E-21
1.580540E+01	1.188470E-19	1.174480E-21	4.136260E-21	0.000000E+00	7.346500E-20	3.121850E-21
1.581540E+01	1.187830E-19	1.177470E-21	4.142310E-21	0.000000E+00	7.346460E-20	3.121800E-21
1.582540E+01	1.187190E-19	1.180450E-21	4.148360E-21	0.000000E+00	7.346430E-20	3.121750E-21
1.583540E+01	1.186550E-19	1.183440E-21	4.154410E-21	0.000000E+00	7.346400E-20	3.121700E-21
1.584540E+01	1.185910E-19	1.186430E-21	4.160460E-21	0.000000E+00	7.346360E-20	3.121650E-21
1.585540E+01	1.185270E-19	1.189420E-21	4.166510E-21	0.000000E+00	7.346330E-20	3.121600E-21
1.586540E+01	1.184630E-19	1.192410E-21	4.172560E-21	0.000000E+00	7.346290E-20	3.121550E-21
1.587540E+01	1.183990E-19	1.195400E-21	4.178620E-21	0.000000E+00	7.346260E-20	3.121510E-21
1.588540E+01	1.183350E-19	1.198390E-21	4.184670E-21	0.000000E+00	7.346220E-20	3.121460E-21
1.589540E+01	1.182710E-19	1.201380E-21	4.190720E-21	0.000000E+00	7.346190E-20	3.121410E-21
1.590550E+01	1.182060E-19	1.204370E-21	4.196770E-21	0.000000E+00	7.346150E-20	3.121370E-21
1.591550E+01	1.181420E-19	1.207360E-21	4.202820E-21	0.000000E+00	7.346120E-20	3.121320E-21
1.592550E+01	1.180780E-19	1.210350E-21	4.208870E-21	0.000000E+00	7.346090E-20	3.121280E-21
1.593550E+01	1.180140E-19	1.213340E-21	4.214920E-21	0.000000E+00	7.346050E-20	3.121240E-21
1.594550E+01	1.179500E-19	1.216330E-21	4.220970E-21	0.000000E+00	7.346020E-20	3.121230E-21
1.595550E+01	1.178860E-19	1.219320E-21	4.227020E-21	0.000000E+00	7.345980E-20	3.121270E-21
1.596550E+01	1.178220E-19	1.222300E-21	4.233080E-21	0.000000E+00	7.345950E-20	3.121300E-21
1.597550E+01	1.177580E-19	1.225290E-21	4.239130E-21	0.000000E+00	7.345910E-20	3.121340E-21
1.598550E+01	1.176940E-19	1.228280E-21	4.245180E-21	0.000000E+00	7.345880E-20	3.121370E-21
1.599550E+01	1.176300E-19	1.231270E-21	4.251230E-21	0.000000E+00	7.345840E-20	3.121410E-21
1.600550E+01	1.175660E-19	1.234260E-21	4.257280E-21	7.060190E-24	7.345810E-20	3.121440E-21
1.601550E+01	1.175020E-19	1.237250E-21	4.263330E-21	2.042870E-23	7.345780E-20	3.121480E-21
1.602550E+01	1.174380E-19	1.240240E-21	4.269380E-21	3.379970E-23	7.345740E-20	3.121520E-21
1.603550E+01	1.173740E-19	1.243230E-21	4.275430E-21	4.716820E-23	7.345710E-20	3.121560E-21
1.604550E+01	1.173100E-19	1.246220E-21	4.281480E-21	6.053920E-23	7.345670E-20	3.121600E-21
1.605550E+01	1.172460E-19	1.249210E-21	4.287530E-21	7.390770E-23	7.345640E-20	3.121640E-21
1.606550E+01	1.171820E-19	1.252200E-21	4.293590E-21	8.727870E-23	7.345600E-20	3.121670E-21
1.607550E+01	1.171180E-19	1.255190E-21	4.299640E-21	1.006470E-22	7.345570E-20	3.121720E-21
1.608550E+01	1.170540E-19	1.258180E-21	4.305690E-21	1.140160E-22	7.345530E-20	3.121760E-21
1.609550E+01	1.169900E-19	1.261160E-21	4.311740E-21	1.273870E-22	7.345500E-20	3.121800E-21
1.610560E+01	1.169260E-19	1.264150E-21	4.317790E-21	1.407550E-22	7.345460E-20	3.121840E-21
1.611560E+01	1.168620E-19	1.267140E-21	4.323840E-21	1.541260E-22	7.345430E-20	3.121880E-21
1.612560E+01	1.167980E-19	1.270130E-21	4.329890E-21	1.674950E-22	7.345400E-20	3.121930E-21
1.613560E+01	1.167340E-19	1.273120E-21	4.335940E-21	1.808660E-22	7.345360E-20	3.121970E-21
1.614560E+01	1.166700E-19	1.276110E-21	4.342000E-21	1.942340E-22	7.345330E-20	3.122020E-21
1.615560E+01	1.166060E-19	1.279100E-21	4.348050E-21	2.076030E-22	7.345290E-20	3.122060E-21
1.616560E+01	1.165420E-19	1.282090E-21	4.354100E-21	2.209740E-22	7.345260E-20	3.122110E-21
1.617560E+01	1.164780E-19	1.285080E-21	4.360150E-21	2.343420E-22	7.345220E-20	3.122150E-21
1.618560E+01	1.164140E-19	1.288070E-21	4.366200E-21	2.477130E-22	7.345190E-20	3.122200E-21
1.619560E+01	1.163500E-19	1.291060E-21	4.371610E-21	2.610820E-22	7.345150E-20	3.122250E-21
1.620560E+01	1.162860E-19	1.294050E-21	4.376460E-21	2.744530E-22	7.345120E-20	3.122290E-21
1.621560E+01	1.162220E-19	1.297040E-21	4.381320E-21	2.878210E-22	7.345080E-20	3.122340E-21
1.622560E+01	1.161580E-19	1.300030E-21	4.386170E-21	3.011900E-22	7.345050E-20	3.122390E-21
1.623560E+01	1.160930E-19	1.303010E-21	4.391030E-21	3.145610E-22	7.345020E-20	3.122440E-21
1.624560E+01	1.160290E-19	1.306000E-21	4.395880E-21	3.279290E-22	7.344980E-20	3.122490E-21
1.625560E+01	1.159650E-19	1.308990E-21	4.400740E-21	3.413000E-22	7.344950E-20	3.122540E-21
1.626560E+01	1.159010E-19	1.311980E-21	4.405590E-21	3.546690E-22	7.344910E-20	3.122590E-21
1.627560E+01	1.158370E-19	1.314970E-21	4.410450E-21	3.680400E-22	7.344880E-20	3.122640E-21
1.628560E+01	1.157730E-19	1.317960E-21	4.415300E-21	3.814080E-22	7.344840E-20	3.122700E-21
1.629560E+01	1.157090E-19	1.320950E-21	4.420150E-21	3.947770E-22	7.344810E-20	3.122750E-21
1.630570E+01	1.156450E-19	1.323940E-21	4.425010E-21	4.081480E-22	7.344770E-20	3.122800E-21
1.631570E+01	1.155810E-19	1.326930E-21	4.429860E-21	4.215160E-22	7.344740E-20	3.122860E-21
1.632570E+01	1.155170E-19	1.329920E-21	4.434720E-21	4.348870E-22	7.344710E-20	3.122910E-21
1.633570E+01	1.154530E-19	1.332910E-21	4.439570E-21	4.482560E-22	7.344670E-20	3.122970E-21
1.634570E+01	1.153890E-19	1.335900E-21	4.444430E-21	4.616270E-22	7.344640E-20	3.123020E-21
1.635570E+01	1.153250E-19	1.338890E-21	4.449280E-21	4.749950E-22	7.344600E-20	3.123080E-21
1.636570E+01	1.152610E-19	1.341870E-21	4.454140E-21	4.883640E-22	7.344570E-20	3.123130E-21
1.637570E+01	1.151970E-19	1.344860E-21	4.458990E-21	5.017350E-22	7.344530E-20	3.123190E-21
1.638570E+01	1.151330E-19	1.347850E-21	4.463850E-21	5.151030E-22	7.344500E-20	3.123250E-21
1.639570E+01	1.150690E-19	1.350840E-21	4.468700E-21	5.284740E-22	7.344460E-20	3.123310E-21
1.640570E+01	1.150050E-19	1.353830E-21	4.473560E-21	5.418430E-22	7.344430E-20	3.123370E-21
1.641570E+01	1.149410E-19	1.356820E-21	4.478410E-21	5.552140E-22	7.344400E-20	3.123420E-21
1.642570E+01	1.148770E-19	1.359810E-21	4.483260E-21	5.685820E-22	7.344360E-20	3.123480E-21
1.643570E+01	1.148130E-19	1.362800E-21	4.488120E-21	5.819530E-22	7.344330E-20	3.123540E-21
1.644570E+01	1.147490E-19	1.365790E-21	4.492970E-21	5.953220E-22	7.344290E-20	3.123610E-21
1.645570E+01	1.146850E-19	1.368780E-21	4.497830E-21	6.086900E-22	7.344260E-20	3.123670E-21
1.646570E+01	1.146210E-19	1.371770E-21	4.502680E-21	6.220610E-22	7.344220E-20	3.123730E-21
1.647570E+01	1.145570E-19	1.374760E-21	4.507540E-21	6.354300E-22	7.344190E-20	3.123790E-21
1.648570E+01	1.144930E-19	1.377750E-21	4.512390E-21	6.488010E-22	7.344150E-20	3.123850E-21
1.649570E+01	1.144290E-19	1.380740E-21	4.517250E-21	6.621690E-22	7.344120E-20	3.123920E-21
1.650580E+01	1.143650E-19	1.383720E-21	4.522100E-21	6.755400E-22	7.344080E-20	3.123980E-21
1.651580E+01	1.143010E-19	1.386710E-21	4.526960E-21	6.889090E-22	7.344050E-20	3.124050E-21
1.652580E+01	1.142370E-19	1.389700E-21	4.531810E-21	7.022770E-22	7.344020E-20	3.124110E-21
1.653580E+01	1.141730E-19	1.392690E-21	4.536670E-21	7.156480E-22	7.344170E-20	3.124180E-21
1.654580E+01	1.141090E-19	1.395680E-21	4.541520E-21	7.290170E-22	7.344480E-20	3.124240E-21
1.655580E+01	1.140440E-19	1.398670E-21	4.546380E-21	7.423880E-22	7.344790E-20	3.124310E-21
1.656580E+01	1.139800E-19	1.400900E-21	4.551230E-21	7.557560E-22	7.345090E-20	3.124380E-21
1.657580E+01	1.139160E-19	1.402520E-21	4.556090E-21	7.691270E-22	7.345400E-20	3.124440E-21
1.658580E+01	1.138520E-19	1.404140E-21	4.560940E-21	7.824960E-22	7.345710E-20	3.124510E-21
1.659580E+01	1.137880E-19	1.405760E-21	4.565790E-21	7.958640E-22	7.346020E-20	3.124580E-21
1.660580E+01	1.137240E-19	1.407390E-21	4.570650E-21	8.092350E-22	7.346330E-20	3.124650E-21
1.661580E+01	1.136600E-19	1.409010E-21	4.575500E-21	8.226040E-22	7.346630E-20	3.124720E-21
1.662580E+01	1.135960E-19	1.410630E-21	4.580360E-21	8.359750E-22	7.346940E-20	3.124790E-21
1.663580E+01	1.135320E-19	1.412250E-21	4.585210E-21	8.493430E-22	7.347250E-20	3.124860E-21
1.664580E+01	1.134680E-19	1.413870E-21	4.590070E-21	8.627140E-22	7.347560E-20	3.124930E-21
1.665580E+01	1.134040E-19	1.415490E-21	4.594920E-21	8.760830E-22	7.347860E-20	3.125000E-21
1.666580E+01	1.133400E-19	1.417120E-21	4.599780E-21	8.894510E-22	7.348170E-20	3.125080E-21
1.667580E+01	1.132760E-19	1.418740E-21	4.604630E-21	9.028220E-22	7.348480E-20	3.125150E-21
1.668580E+01	1.132120E-19	1.420360E-21	4.609490E-21	9.161910E-22	7.348790E-20	3.125220E-21
1.669580E+01	1.131480E-19	1.421980E-21	4.614340E-21	9.295620E-22	7.349100E-20	3.125300E-21
1.670590E+01	1.130840E-19	1.423600E-21	4.619190E-21	9.429300E-22	7.349400E-20	3.125370E-21
1.671590E+01	1.130200E-19	1.425220E-21	4.624050E-21	9.563010E-22	7.349710E-20	3.125450E-21
1.672590E+01	1.129560E-19	1.426840E-21	4.628900E-21	9.696700E-22	7.350020E-20	3.125520E-21
1.673590E+01	1.128920E-19	1.428470E-21	4.633760E-21	9.830380E-22	7.350330E-20	3.125600E-21
1.674590E+01	1.128280E-19	1.430090E-21	4.638610E-21	9.964100E-22	7.350640E-20	3.125670E-21
1.675590E+01	1.127640E-19	1.431710E-21	4.643470E-21	1.009780E-21	7.350940E-20	3.125750E-21
1.676590E+01	1.127000E-19	1.433330E-21	4.648320E-21	1.023150E-21	7.351250E-20	3.125830E-21
1.677590E+01	1.126360E-19	1.434950E-21	4.653180E-21	1.036520E-21	7.351560E-20	3.125910E-21
1.678590E+01	1.125720E-19	1.436570E-21	4.658030E-21	1.049890E-21	7.351870E-20	3.125980E-21
1.679590E+01	1.125080E-19	1.438190E-21	4.662890E-21	1.063260E-21	7.352170E-20	3.126060E-21
1.680590E+01	1.124440E-19	1.439820E-21	4.667740E-21	1.076630E-21	7.352480E-20	3.126140E-21
1.681590E+01	1.123800E-19	1.441440E-21	4.672600E-21	1.090000E-21	7.352790E-20	3.126220E-21
1.682590E+01	1.123160E-19	1.443060E-21	4.677450E-21	1.103370E-21	7.353100E-20	3.126300E-21
1.683590E+01	1.122520E-19	1.444680E-21	4.682310E-21	1.116740E-21	7.353410E-20	3.126380E-21
1.684590E+01	1.121880E-19	1.446300E-21	4.687160E-21	1.130100E-21	7.353710E-20	3.126460E-21
1.685590E+01	1.121240E-19	1.447920E-21	4.692010E-21	1.143480E-21	7.354020E-20	3.126550E-21
