Time x_Exact v_Exact v_Exact_half x_FD v_FD x_LF v_LF
23.1689 -0.667 0.936267 0.9233 -1.0529 1.45108 -0.666149 0.924272
23.1934 -0.643832 0.961538 0.949014 -1.01747 1.49167 -0.642956 0.949955
23.2178 -0.620057 0.985903 0.973835 -0.981055 1.53089 -0.619159 0.974743
23.2422 -0.595699 1.00934 0.997739 -0.943679 1.56872 -0.594779 0.998613
23.2666 -0.570781 1.03183 1.0207 -0.905381 1.6051 -0.569839 1.02154
23.291 -0.545325 1.05334 1.04271 -0.866194 1.64 -0.544362 1.04351
23.3154 -0.519356 1.07387 1.06373 -0.826154 1.6734 -0.518374 1.0645
23.3398 -0.492898 1.09338 1.08375 -0.7853 1.70525 -0.491897 1.08448
23.3643 -0.465976 1.11187 1.10276 -0.743668 1.73553 -0.464957 1.10345
23.3887 -0.438616 1.12931 1.12072 -0.701297 1.7642 -0.43758 1.12137
23.4131 -0.410843 1.14568 1.13763 -0.658225 1.79123 -0.409791 1.13824
23.4375 -0.382683 1.16098 1.15347 -0.614494 1.81661 -0.381616 1.15404
23.4619 -0.354164 1.17519 1.16822 -0.570143 1.8403 -0.353082 1.16876
23.4863 -0.32531 1.18829 1.18187 -0.525214 1.86228 -0.324215 1.18237
23.5107 -0.296151 1.20027 1.19442 -0.479748 1.88253 -0.295044 1.19487
23.5352 -0.266713 1.21112 1.20583 -0.433788 1.90103 -0.265595 1.20624
23.5596 -0.237024 1.22083 1.21612 -0.387376 1.91775 -0.235895 1.21648
23.584 -0.207111 1.22939 1.22525 -0.340556 1.93268 -0.205974 1.22558
23.6084 -0.177004 1.23679 1.23324 -0.293372 1.94581 -0.175859 1.23352
23.6328 -0.14673 1.24304 1.24006 -0.245866 1.95712 -0.145578 1.2403
23.6572 -0.116319 1.24811 1.24572 -0.198085 1.9666 -0.11516 1.24591
23.6816 -0.0857973 1.252 1.2502 -0.150072 1.97424 -0.0846343 1.25035
23.7061 -0.0551952 1.25472 1.25351 -0.101873 1.98003 -0.0540286 1.25361
23.7305 -0.0245412 1.25626 1.25564 -0.0535325 1.98395 -0.0233719 1.2557
23.7549 0.00613588 1.25661 1.25658 -0.00509611 1.98602 0.0073067 1.2566
23.7793 0.0368072 1.25579 1.25635 0.0433906 1.98621 0.0379784 1.25631
23.8037 0.0674439 1.25378 1.25493 0.0918822 1.98454 0.0686144 1.25485
23.8281 0.0980171 1.25059 1.25233 0.140333 1.981 0.0991859 1.25221
23.8525 0.128498 1.24622 1.24855 0.188697 1.97559 0.129664 1.24838
23.877 0.158858 1.24068 1.2436 0.236929 1.96831 0.16002 1.24338
23.9014 0.189069 1.23397 1.23747 0.284984 1.95918 0.190225 1.23721
23.9258 0.219101 1.2261 1.23018 0.332815 1.94819 0.220252 1.22988
23.9502 0.248928 1.21708 1.22174 0.380379 1.93536 0.250071 1.22139
23.9746 0.27852 1.20691 1.21214 0.427629 1.9207 0.279654 1.21175
23.999 0.30785 1.19561 1.2014 0.474521 1.90421 0.308975 1.20097
24.0234 0.33689 1.18318 1.18953 0.52101 1.88592 0.338004 1.18905
24.0479 0.365613 1.16964 1.17655 0.567053 1.86583 0.366716 1.17602
24.0723 0.393992 1.15499 1.16245 0.612605 1.84397 0.395082 1.16188
24.0967 0.422 1.13926 1.14726 0.657624 1.82035 0.423077 1.14665
24.1211 0.449611 1.12246 1.13099 0.702066 1.795 0.450673 1.13034
24.1455 0.476799 1.1046 1.11366 0.745889 1.76793 0.477845 1.11297
24.1699 0.503538 1.0857 1.09528 0.789052 1.73917 0.504567 1.09454
24.1943 0.529804 1.06578 1.07587 0.831512 1.70875 0.530815 1.07509
24.2188 0.55557 1.04486 1.05544 0.87323 1.67669 0.556562 1.05463
24.2432 0.580814 1.02295 1.03402 0.914165 1.64303 0.581786 1.03317
24.2676 0.605511 1.00008 1.01163 0.954278 1.60779 0.606463 1.01074
24.292 0.629638 0.976267 0.988289 0.99353 1.57099 0.630568 0.987359
24.3164 0.653173 0.951537 0.964015 1.03188 1.53269 0.65408 0.963049
24.3408 0.676093 0.925911 0.938834 1.0693 1.49291 0.676976 0.937832
24.3652 0.698376 0.899414 0.91277 1.10575 1.45168 0.699235 0.911732
24.3896 0.720003 0.87207 0.885846 1.14119 1.40905 0.720836 0.884775
24.4141 0.740951 0.843906 0.858089 1.17559 1.36506 0.741759 0.856984
24.4385 0.761202 0.814947 0.829524 1.20892 1.31973 0.761983 0.828387
24.4629 0.780737 0.785222 0.800179 1.24114 1.27313 0.78149 0.79901
24.4873 0.799537 0.754757 0.77008 1.27222 1.22528 0.800262 0.768881
24.5117 0.817585 0.723582 0.739256 1.30214 1.17623 0.81828 0.738029
24.5361 0.834863 0.691726 0.707737 1.33085 1.12603 0.835528 0.706482
24.5605 0.851355 0.659219 0.675552 1.35834 1.07472 0.85199 0.674269
24.585 0.867046 0.626091 0.642731 1.38458 1.02235 0.867649 0.641422
24.6094 0.881921 0.592375 0.609305 1.40954 0.96897 0.882492 0.607972
24.6338 0.895966 0.5581 0.575305 1.4332 0.914628 0.896505 0.573949
24.6582 0.909168 0.523301 0.540764 1.45553 0.859373 0.909673 0.539386
24.6826 0.921514 0.488009 0.505714 1.47651 0.803258 0.921986 0.504315
24.707 0.932993 0.452257 0.470188 1.49612 0.746334 0.93343 0.46877
24.7314 0.943593 0.41608 0.43422 1.51434 0.688654 0.943996 0.432783
24.7559 0.953306 0.379512 0.397843 1.53115 0.630271 0.953674 0.396389
24.7803 0.962121 0.342586 0.361091 1.54654 0.57124 0.962454 0.359622
24.8047 0.970031 0.305338 0.324 1.56049 0.511616 0.970328 0.322516
24.8291 0.977028 0.267802 0.286604 1.57298 0.451455 0.977288 0.285107
24.8535 0.983105 0.230015 0.248938 1.584 0.390812 0.983329 0.247429
24.8779 0.988258 0.192011 0.211037 1.59354 0.329743 0.988444 0.209519
24.9023 0.99248 0.153826 0.172939 1.60159 0.268307 0.992629 0.171411
24.9268 0.995767 0.115496 0.134677 1.60814 0.206561 0.99588 0.133142
24.9512 0.998118 0.0770579 0.0962884 1.61319 0.144562 0.998193 0.0947482
24.9756 0.999529 0.0385471 0.0578093 1.61671 0.0823686 0.999566 0.0562647
25 1 1.53894e-15 0.0192758 1.61873 0.0200392 0.999999 0.0177283
